1193,451
1207,450
1211,444
1212,440
1207,435
1200,432
1199,427
1203,421
1209,415
1210,411
1208,409
1201,409
1196,411
1192,412
1190,409
1191,404
1184,398
1179,394
1180,389
1186,383
1192,383
1196,380
1196,377
1193,373
1193,371
1186,370
1181,373
1173,376
1167,378
1164,376
1163,366
1156,360
1152,355
1150,353
1152,349
1153,343
1157,338
1163,335
1171,332
1180,328
1188,322
1194,322
1202,325
1225,327
1236,326
1250,323
1256,315
1257,310
1247,289
1232,275
1231,266
1239,245
1239,227
1235,211
1247,196
1247,188
1239,178
1225,177
1214,175
1193,168
1190,167
1190,169
1201,178
1210,183
1211,188
1207,189
1191,189
1182,194
1179,194
1177,191
1178,189
1179,185
1175,185
1170,184
1158,191
1148,194
1137,204
1130,209
1126,209
1123,205
1123,202
1123,199
1126,196
1125,192
1110,192
1107,195
1111,201
1116,208
1116,214
1113,214
1101,215
1095,219
1099,225
1097,227
1091,224
1086,219
1081,222
1074,227
1069,221
1065,214
1059,209
1052,208
1047,202
1048,194
1059,200
1068,206
1077,201
1085,201
1090,204
1095,203
1097,201
1098,195
1092,189
1076,181
1055,178
1044,171
1039,167
1034,167
1029,173
1025,174
1026,168
1029,163
1030,158
1020,158
1016,162
1008,156
1001,153
993,160
977,162
971,171
959,179
952,178
950,176
949,185
944,182
940,183
940,192
930,200
919,210
914,224
907,231
895,240
884,247
883,253
887,266
892,279
898,285
903,284
913,275
918,276
928,285
932,295
938,302
944,305
943,290
954,279
967,270
968,263
961,256
960,248
970,233
982,220
988,210
992,209
998,216
999,222
991,231
981,237
981,250
979,263
984,266
991,270
1002,265
1008,260
1013,260
1016,263
1019,263
1023,260
1025,259
1029,264
1030,267
1022,273
1018,273
1007,274
1000,277
998,277
998,281
1001,281
1009,285
1007,288
1001,292
997,292
990,284
987,282
986,286
986,296
988,305
983,314
980,315
975,304
972,304
953,311
933,318
926,317
923,312
924,303
926,301
922,294
917,290
904,289
900,295
900,301
904,306
908,311
914,314
914,318
903,323
893,329
885,337
875,346
865,352
848,358
841,358
838,362
841,367
848,375
855,379
858,385
859,391
857,399
847,401
838,398
823,397
811,397
808,401
811,404
813,410
810,417
807,429
806,440
809,442
809,447
818,447
825,448
829,454
833,455
838,454
850,448
865,447
874,443
875,432
871,426
871,417
880,406
888,399
896,399
900,404
908,404
913,398
917,394
922,394
926,402
934,411
944,417
948,421
951,426
958,426
965,435
962,436
961,441
958,443
958,449
961,451
966,448
971,444
973,441
973,438
970,435
970,431
970,429
972,428
974,431
978,434
979,434
982,430
972,419
965,415
955,411
949,403
946,397
943,392
942,384
947,384
955,395
966,405
982,417
990,424
996,430
993,442
997,453
1003,458
1006,457
1006,463
1012,467
1025,466
1027,463
1022,457
1016,453
1012,450
1015,446
1018,442
1015,437
1012,431
1011,426
1014,424
1018,425
1020,429
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=4 Asien

464
1238,177
1238,171
1235,169
1235,146
1239,141
1243,138
1247,137
1255,141
1264,147
1269,150
1269,155
1265,159
1264,162
1266,167
1273,173
1276,177
1277,183
1272,190
1265,195
1265,201
1269,204
1274,203
1279,198
1280,195
1283,192
1284,183
1280,179
1279,173
1281,169
1280,165
1280,161
1277,158
1275,153
1277,150
1279,147
1282,147
1286,150
1290,150
1290,147
1289,145
1286,142
1286,140
1290,135
1305,134
1319,126
1331,121
1349,115
1363,106
1381,105
1381,101
1378,95
1356,96
1352,96
1345,91
1340,87
1335,89
1334,92
1328,92
1322,89
1321,79
1324,73
1328,70
1347,68
1351,74
1361,75
1378,81
1389,86
1398,95
1405,102
1410,104
1419,108
1430,109
1439,107
1448,108
1453,115
1455,118
1451,120
1446,121
1437,124
1427,127
1420,132
1422,135
1430,134
1440,129
1449,129
1455,131
1464,132
1470,129
1480,128
1489,132
1498,135
1501,134
1501,129
1505,128
1538,130
1545,134
1546,138
1549,143
1552,146
1556,144
1560,141
1585,142
1590,141
1587,137
1577,131
1579,119
1568,120
1557,117
1549,110
1549,109
1554,105
1561,104
1567,109
1579,111
1598,110
1605,112
1605,114
1600,118
1596,121
1596,123
1601,129
1605,132
1608,132
1612,129
1623,129
1630,136
1638,138
1643,142
1664,141
1674,145
1685,144
1692,147
1706,154
1715,153
1722,150
1733,150
1739,144
1744,147
1749,147
1753,143
1757,148
1765,141
1768,138
1772,138
1780,146
1798,152
1815,159
1831,165
1840,171
1850,171
1872,183
1875,188
1872,197
1859,201
1846,196
1835,187
1824,186
1822,194
1817,197
1822,202
1826,206
1827,212
1818,212
1815,211
1809,221
1801,230
1793,236
1788,235
1786,232
1777,238
1772,233
1770,229
1766,235
1762,242
1763,250
1770,260
1774,266
1763,278
1765,285
1767,289
1763,301
1747,288
1736,276
1727,266
1723,258
1737,247
1743,240
1749,229
1756,220
1755,214
1747,218
1744,226
1740,229
1737,229
1731,221
1727,220
1720,222
1717,227
1720,231
1722,234
1723,236
1713,242
1682,242
1662,241
1650,238
1639,247
1634,261
1635,272
1644,272
1649,276
1653,277
1657,270
1662,273
1668,279
1675,290
1685,305
1689,317
1691,329
1688,345
1680,359
1671,373
1665,375
1658,371
1658,379
1655,389
1650,391
1659,401
1674,417
1683,422
1683,427
1674,435
1666,437
1661,432
1659,429
1660,421
1655,422
1651,426
1649,418
1650,411
1644,409
1636,410
1626,406
1622,403
1624,401
1620,396
1613,404
1605,411
1607,417
1615,424
1618,428
1624,425
1633,422
1637,425
1639,431
1639,438
1633,439
1628,435
1623,432
1621,438
1626,445
1632,451
1638,453
1644,458
1646,470
1648,481
1646,496
1642,510
1636,522
1622,533
1612,539
1601,549
1595,551
1593,560
1585,564
1579,563
1579,554
1574,548
1566,551
1560,558
1564,567
1572,574
1585,588
1594,596
1593,611
1588,625
1578,631
1574,630
1572,640
1564,627
1557,619
1547,614
1537,608
1535,614
1539,620
1532,625
1528,630
1532,634
1539,646
1548,653
1558,657
1567,663
1564,669
1559,674
1562,677
1569,685
1570,687
1566,689
1557,688
1549,682
1543,676
1542,669
1536,661
1531,650
1523,644
1517,635
1514,627
1515,620
1517,613
1514,607
1510,602
1507,594
1508,588
1508,579
1503,579
1498,590
1492,594
1484,591
1482,587
1485,580
1482,572
1475,564
1465,556
1460,548
1453,553
1449,555
1443,552
1433,560
1427,570
1418,583
1411,594
1402,601
1401,606
1406,609
1405,615
1403,623
1396,630
1393,634
1395,636
1394,645
1389,653
1386,657
1379,654
1369,647
1363,637
1357,627
1350,616
1346,607
1343,598
1343,590
1339,583
1338,573
1336,563
1333,560
1332,557
1327,561
1323,562
1320,563
1318,560
1315,557
1315,553
1320,548
1311,548
1306,547
1303,541
1299,535
1292,533
1281,533
1272,535
1260,540
1251,537
1246,533
1242,529
1236,531
1226,531
1219,525
1205,519
1200,515
1200,507
1196,502
1189,501
1182,501
1177,506
1176,507
1180,511
1186,516
1190,520
1190,525
1193,536
1200,537
1204,533
1208,537
1210,545
1208,550
1209,554
1214,551
1225,544
1233,538
1237,537
1242,542
1245,546
1251,550
1259,555
1263,560
1260,568
1250,575
1251,586
1245,588
1240,588
1236,597
1230,604
1222,602
1213,606
1203,609
1195,615
1184,614
1177,622
1172,626
1168,625
1160,619
1155,608
1150,592
1142,578
1131,566
1117,553
1110,542
1100,529
1094,519
1091,516
1090,505
1087,498
1085,489
1083,484
1085,476
1092,464
1090,457
1086,456
1081,464
1074,469
1064,468
1058,468
1065,463
1065,457
1060,454
1058,456
1055,460
1046,460
1044,456
1039,456
1034,460
1031,455
1027,446
1024,439
1022,433
1020,428
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=5 Australien

113
1753,972
1749,972
1745,972
1743,969
1742,954
1740,954
1739,928
1735,927
1725,937
1722,937
1717,933
1710,923
1701,917
1689,918
1683,924
1679,925
1670,921
1663,921
1662,929
1655,936
1650,942
1645,942
1638,936
1630,936
1621,942
1609,948
1595,951
1583,947
1576,941
1578,935
1575,929
1578,921
1574,912
1571,902
1571,885
1569,872
1572,861
1579,852
1584,850
1585,845
1594,840
1602,840
1612,831
1623,822
1631,820
1639,809
1648,802
1657,798
1664,791
1667,786
1677,782
1680,782
1680,790
1685,791
1689,791
1692,781
1695,777
1700,775
1708,771
1711,769
1727,773
1735,773
1739,770
1743,768
1749,769
1749,773
1744,776
1738,781
1733,784
1730,786
1734,791
1741,797
1750,797
1757,803
1761,807
1768,802
1773,794
1776,788
1776,774
1776,768
1778,764
1782,761
1785,759
1787,768
1790,778
1791,784
1794,785
1803,790
1801,804
1807,822
1815,829
1816,837
1828,843
1842,857
1845,864
1843,875
1852,882
1845,903
1832,919
1819,945
1815,962
1806,969
1796,969
1790,969
1784,976
1778,976
1775,974
1771,969
1767,969
1763,975
1760,973
1758,973
1753,972
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=6 Madagaskar

33
1153,838
1168,838
1170,834
1173,828
1177,822
1182,823
1186,820
1191,811
1195,811
1202,818
1202,827
1199,836
1194,850
1185,858
1177,867
1176,881
1174,889
1170,895
1163,897
1158,897
1151,895
1144,892
1141,888
1139,886
1139,883
1142,880
1142,871
1146,867
1146,860
1149,856
1149,846
1152,840
1153,838
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=7 Japan

72
1680,267
1687,274
1696,286
1702,295
1708,304
1715,314
1722,320
1722,322
1719,325
1719,329
1722,338
1724,343
1732,347
1735,346
1737,350
1742,349
1746,354
1747,358
1742,360
1743,376
1742,394
1749,401
1756,408
1755,412
1753,414
1749,418
1745,417
1746,426
1735,425
1731,427
1723,438
1715,441
1706,450
1704,458
1705,461
1700,463
1697,461
1694,459
1694,455
1698,446
1697,445
1689,448
1687,442
1688,434
1697,427
1702,421
1706,413
1712,405
1718,404
1718,395
1721,388
1725,383
1718,379
1716,374
1722,370
1728,366
1729,363
1719,365
1714,361
1709,355
1716,352
1715,345
1707,338
1699,332
1701,324
1697,312
1690,302
1686,294
1681,282
1679,276
1678,270
1680,267
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=8 Grönland

111
896,68
884,72
876,75
871,78
869,80
869,88
863,93
855,99
854,101
863,102
866,106
866,109
862,110
862,118
869,125
871,130
862,132
857,138
855,145
851,150
842,150
849,158
848,163
843,170
830,170
824,174
815,181
806,183
792,186
779,189
767,194
757,200
754,204
739,204
738,200
735,199
729,207
721,216
715,228
709,239
704,259
698,260
685,254
674,244
664,244
661,236
653,224
650,217
650,210
648,211
647,193
650,192
652,185
642,179
642,160
644,153
642,142
631,131
622,130
616,123
611,114
606,113
599,117
588,121
581,117
579,114
576,114
572,116
567,116
562,110
561,104
565,98
568,91
573,89
579,93
584,84
597,74
611,75
621,68
633,65
643,60
671,60
684,55
689,55
695,58
701,58
704,53
705,47
713,38
717,38
725,45
736,40
746,36
755,34
766,38
777,43
785,45
802,44
816,49
828,55
840,57
849,59
849,62
845,64
845,68
858,70
868,67
878,64
887,64
891,67
896,68
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=9 Neuguinea

69
1839,767
1831,765
1821,762
1811,761
1806,760
1801,754
1795,745
1793,743
1789,743
1787,745
1787,751
1784,753
1778,755
1776,752
1773,752
1771,749
1766,749
1763,752
1760,750
1758,747
1757,734
1750,733
1749,731
1748,724
1743,724
1740,722
1736,722
1732,719
1729,721
1723,725
1722,722
1721,710
1716,705
1705,704
1716,699
1721,695
1723,694
1727,699
1737,696
1744,697
1745,702
1744,703
1739,707
1740,713
1743,716
1747,716
1748,712
1751,709
1752,703
1754,701
1759,701
1766,709
1774,716
1777,713
1781,713
1788,718
1792,718
1795,715
1800,720
1803,725
1809,734
1814,737
1814,741
1811,741
1811,745
1819,753
1829,760
1836,763
1839,767
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=10 Indonesien1

39
1651,761
1634,759
1608,757
1583,756
1576,749
1568,748
1557,730
1540,710
1533,704
1535,697
1528,693
1525,687
1514,678
1507,669
1505,665
1518,670
1530,673
1544,691
1551,696
1562,706
1568,712
1569,703
1578,709
1579,713
1576,719
1580,727
1586,721
1589,720
1594,725
1588,730
1589,735
1596,740
1601,739
1603,735
1612,737
1623,746
1636,751
1644,755
1651,761
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=11 Indonesien2

33
1631,648
1644,660
1643,664
1638,668
1638,673
1648,680
1647,682
1641,684
1638,693
1632,703
1632,713
1636,715
1636,721
1631,725
1615,724
1612,721
1604,721
1598,716
1596,704
1594,704
1593,697
1591,694
1593,690
1598,690
1599,685
1612,672
1620,667
1622,663
1618,662
1618,661
1623,655
1630,656
1631,648
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=12 Indonesien3

25
1645,740
1644,736
1644,708
1650,699
1656,687
1662,686
1665,689
1669,689
1670,686
1677,686
1679,683
1682,683
1684,688
1683,694
1669,695
1662,700
1663,703
1671,717
1672,724
1665,732
1662,731
1657,721
1654,729
1650,733
1645,740
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=13 Großbritannien1

82
831,350
835,345
840,347
843,345
843,342
849,341
850,342
855,343
860,341
869,340
871,337
870,334
867,333
868,330
871,330
873,324
873,321
868,320
864,323
862,321
862,318
865,319
863,312
860,305
857,303
854,299
854,294
852,291
850,289
848,288
844,288
843,287
846,285
849,282
851,278
853,273
851,271
847,270
841,271
841,268
843,264
845,263
846,260
841,260
838,262
835,260
832,260
831,266
827,269
823,270
823,276
828,275
828,280
826,282
826,286
830,285
830,291
833,292
834,295
832,298
832,301
835,304
838,302
840,305
842,309
841,313
838,314
835,314
834,318
838,323
836,327
832,329
832,333
835,333
838,333
843,335
840,336
836,337
834,341
832,343
827,346
831,350
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=14 Großbritannien2

36
805,337
811,336
814,333
819,331
821,332
824,326
825,320
828,318
828,314
823,314
824,311
828,311
828,305
824,300
821,300
820,302
818,299
817,299
815,304
812,301
810,304
810,306
812,307
809,310
805,309
801,309
803,314
800,318
803,321
807,320
806,324
802,328
799,328
798,333
801,335
805,337
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=15 Island

51
783,243
789,243
792,244
796,246
798,246
803,248
807,247
809,245
814,245
816,240
822,240
826,237
830,231
832,229
832,226
831,223
826,219
826,216
823,215
823,211
820,211
819,208
815,208
814,213
812,213
809,212
805,214
801,213
797,215
794,213
792,218
789,215
788,212
784,210
779,209
778,214
779,217
776,218
776,222
780,221
784,222
782,226
778,226
777,227
778,232
783,230
785,234
786,237
783,238
782,240
783,243
//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
Nordamerika - Grenzen
//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=16 NordamerikaGrenze1 : nordöstlich von Kanada, nördlich von Alberta, nördlich von Ontario, schließt Nordwest-Terretorium ein
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
STARTPUNKT = ZEILE 503 IN NORDAMERIKA, ENDPUNKT = ZEILE 325 IN NORDAMERIKA

5
440,230
423,231
215,231
194,220
205,155
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=17 NordamerikaGrenze2 : südlich und östlich von Alberta, westlich von Ontario, nördlich von Weststaaten
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
STARTPUNKT = AUF GRENZE1, ENDPUNKT = ZEILE 266 IN NORDAMERIKA

6
393,231
393,306
367,314
255,314
255,328
247,330
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=18 NordamerikaGrenze3 : zwischen Alaska und Alberta
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
STARTPUNKT =  AUF GRENZE1, ENDPUNKT = ZEILE 270 IN NORDAMERIKA

3
215,231
231,243
231,280
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=19 NordamerikaGrenze4 : südwestlich von Ontario, westlich von Oststaaten, nordöstlich, östlich und südlich von Weststaaten, nördlich von Mittelamerika
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
STARTPUNKT = AUF GRENZE3, ENDPUNKT = ZEILE 262 IN NORDAMERIKA

19
393,306
427,316
427,375
392,379
385,375
386,388
368,395
368,405
361,415
351,425
358,436
352,441
346,441
336,430
320,430
308,436
296,433
285,423
259,423
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=20 NordamerikaGrenze5 : südlich und östlich von Ontario, westlich von Ostkanada, nördlich von Oststaaten
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
STARTPUNKT = AUF GRENZE4, ENDPUNKT = ZEILE 511 IN NORDAMERIKA

17
427,316
447,324
457,324
457,322
471,322
476,330
466,341
460,350
460,357
471,357
484,362
503,362
544,345
544,335
530,335
520,327
520,297
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=21 NordamerikaGrenze6 : zwischen Ostkanada und Oststaaten
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
STARTPUNKT = AUF GRENZE5, ENDPUNKT = ZEILE 555 IN NORDAMERIKA

6
544,335
553,342
569,342
592,318
612,311
636,313
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=22 NordamerikaGrenze7 : zwischen Oststaaten und Mittelamerika
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
STARTPUNKT = AUF GRENZE4, ENDPUNKT = ZEILE 598 IN NORDAMERIKA

2
352,440
361,455
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
Südamerika - Grenzen:
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=23 SüdamerikaGrenze1 : südlich von Venezuela, nördlich Brasilien und Peru
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
STARTPUNKT = ZEILE 235 IN SÜDAMERIKA, ENDPUNKT = Zeile 163 IN SÜDAMERIKA

11
415,606
434,607
461,621
474,624
485,617
481,598
514,597
538,583
548,594
585,594
612,580
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=24 SüdamerikaGrenze2 : südwestlich von Venezuela, östlich und südlich von Peru, westlich von Brasilien
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
STARTPUNKT = STARTPUNKT VON GRENZE4 UND GRENZE3, ENDPUNKT = GRENZT IN GRENZE1

10
596,789
607,775
594,760
580,722
555,691
515,671
479,679
475,658
448,654
461,621
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=25 SüdamerikaGrenze3 :südlich von Peru, nördlich von Argentinien
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
STARTPUNKT = STARTPUNKT VON GRENZE2 UND GRENZE4, ENDPUNKT = ZEILE 222 IN SÜDAMERIKA

9
596,789
583,789
578,784
582,776
563,765
547,757
519,753
505,753
483,733
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=26 SüdamerikaGrenze4 : zwischen Brasilien und Argentinien
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
STARTPUNKT = STARTPUNKT VON GRENZE2 UND GRENZE3, ENDPUNKT = ZEILE 184 IN SÜDAMERIKA

4
596,789
589,800
605,813
608,831
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
Afrika - Grenzen:
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=27 AfrikaGrenze1 : zwischen Ägypten und Nordafrika
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
STARTPUNKT = ZEILE 120 IN AFRIKA , ENDPUNKT = STARTPUNKT VON GRENZE2 UND GRENZE3

13
931,476
924,483
926,488
938,495
938,500
934,504
933,513
941,525
941,547
962,555
984,559
1002,558
1019,578
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=28 AfrikaGrenze2 : zwischen Ägypten und Ostafrika
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
STARTPUNKT = ENDPUNKT VON GRENZE1 UND STARTPUNKT VON GRENZE3 , ENDPUNKT = ZEILE 17 IN AFRIKA

8
1019,578
1032,571
1040,560
1062,561
1072,564
1085,564
1098,555
1105,553
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=29 AfrikaGrenze3 : zwischen Nordafrika und Ostafrika
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
STARTPUNKT = ENDPUNKT VON GRENZE1 UND STARTPUNKT VON GRENZE2, ENDPUNKT = STARTPUNKT VON GRENZE4 UND GRENZE5

5
1019,578
1031,591
1027,607
1017,620
1025,640
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=30 AfrikaGrenze4 : zwischen Nordafrika und Zentralafrika
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
STARTPUNKT = ENDPUNKT VON GRENZE 3 UND STARTPUNKT VON GRENZE5, ENDPUNKT = ZEILE 77 IN AFRIKA

9
1025,640
1013,650
993,658
980,666
974,682
980,702
965,704
950,703
932,702
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=31 AfrikaGrenze5 : zwischen Ostafrika und Zentralafrika
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
STARTPUNKT = ENDPUNKT VON GRENZE 3 UND STARTPUNKT VON GRENZE4, ENDPUNKT = STARTPUNKT VON GRENZE6 UND GRENZE7

14
1025,640
1035,653
1049,668
1060,685
1066,684
1068,681
1078,693
1107,692
1108,700
1103,708
1089,719
1081,729
1075,740
1069,752
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=32 AfrikaGrenze6 : zwischen Zentralafrika und Südafrika
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
STARTPUNKT = ENDPUNKT VON GRENZE5 UND STARTPUNKT VON GRENZE7, ENDPUNKT = ZEILE 71 IN AFRIKA 

16
1069,752
1070,767
1068,778
1060,784
1066,801
1058,811
1050,798
1020,800
1015,794
1015,788
1018,784
1018,780
1005,772
992,779
972,756
958,763
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
i=33 AfrikaGrenze7 : zwischen Ostafrika und Südafrika
///////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
